,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round
1802,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,674,674,*2023,*1
1803,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,6603,7077,*2023,*1
1804,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),14128,14128,*2023,*1
1805,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,1028,1028,*2023,*1
1806,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2573,2855,*2023,*1
1807,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),5409,5409,*2023,*1
1808,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1704,1938,*2023,*1
1809,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,4622,4932,*2023,*1
1810,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),9854,9854,*2023,*1
1811,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,705,705,*2023,*1
1812,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2085,2100,*2023,*1
1813,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),5324,5324,*2023,*1
1814,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1269,1269,*2023,*1
1815,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,670,670,*2023,*1
1816,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,8045,9627,*2023,*1
1817,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),18073,18073,*2023,*1
1818,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,1820,1820,*2023,*1
1819,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3398,3888,*2023,*1
1820,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6284,6284,*2023,*1
1821,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,1341,1341,*2023,*1
1822,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,1073,1073,*2023,*1
1823,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,8905,10326,*2023,*1
1824,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),16701,17366,*2023,*1
1825,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,EWS,Gender-Neutral,1722,1829,*2023,*1
1826,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3573,4260,*2023,*1
1827,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8543,8543,*2023,*1
1828,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,SC,Gender-Neutral,2219,2667,*2023,*1
1829,Indian Institute  of Technology Patna,"B. Tech. (ME) - MBA (NITIE) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,ST,Gender-Neutral,1288,1288,*2023,*1
1830,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,5327,5839,*2023,*1
1831,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),11739,11739,*2023,*1
1832,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,982,982,*2023,*1
1833,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2439,2527,*2023,*1
1834,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1320,1320,*2023,*1
1835,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2285,2285,*2023,*1
1836,Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,677,677,*2023,*1
1837,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10025,11674,*2023,*1
1838,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16377,18756,*2023,*1
1839,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1663,1797,*2023,*1
1840,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3075,3075,*2023,*1
1841,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4154,4498,*2023,*1
1842,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7579,7797,*2023,*1
1843,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2199,2521,*2023,*1
1844,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3332,3710,*2023,*1
1845,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,998,1156,*2023,*1
1846,Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1554,1554,*2023,*1
1847,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11025,13601,*2023,*1
1848,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18871,19997,*2023,*1
1849,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1964,1997,*2023,*1
1850,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3957,3957,*2023,*1
1851,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4604,4918,*2023,*1
1852,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8040,8557,*2023,*1
1853,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2719,2772,*2023,*1
1854,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3889,3889,*2023,*1
1855,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,990,1253,*2023,*1
1856,Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),73P,73P,*2023,*1
1857,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9432,13078,*2023,*1
1858,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18726,20612,*2023,*1
1859,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1910,1991,*2023,*1
1860,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3333,3333,*2023,*1
1861,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4152,4641,*2023,*1
1862,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7326,7666,*2023,*1
1863,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2182,2488,*2023,*1
1864,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3769,3776,*2023,*1
1865,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,822,951,*2023,*1
1866,Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1532,1532,*2023,*1
1867,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1345,2612,*2023,*1
1868,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3333,5865,*2023,*1
1869,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,84,107,*2023,*1
1870,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),198,198,*2023,*1
1871,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,284,378,*2023,*1
1872,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),760,1079,*2023,*1
1873,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,493,1111,*2023,*1
1874,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1367,2391,*2023,*1
1875,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,45,45,*2023,*1
1876,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,270,593,*2023,*1
1877,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1056,1207,*2023,*1
1878,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,171,315,*2023,*1
1879,Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),654,654,*2023,*1
1880,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3831,6440,*2023,*1
1881,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11170,12614,*2023,*1
1882,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,856,917,*2023,*1
1883,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2055,2055,*2023,*1
1884,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1996,2431,*2023,*1
1885,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4651,5057,*2023,*1
1886,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1289,1504,*2023,*1
1887,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2085,2085,*2023,*1
1888,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,638,682,*2023,*1
1889,Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1171,1171,*2023,*1
1890,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4176,5319,*2023,*1
1891,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10103,11645,*2023,*1
1892,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,178,178,*2023,*1
1893,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,700,754,*2023,*1
1894,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1728,1728,*2023,*1
1895,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1990,2166,*2023,*1
1896,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3561,4380,*2023,*1
1897,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1014,1273,*2023,*1
1898,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2202,2202,*2023,*1
1899,Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,454,491,*2023,*1
